Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/10/16, 08:20:20, 34.862419, 135.638031, -7.93,  5004.00, 0, -2, 0.00, 1
2016/10/16, 08:21:04, 34.861557, 135.638687, 34.13,  7307.00, 148, 0, 113.00, 1
2016/10/16, 08:21:49, 34.861542, 135.639557, 37.23,  7560.00, 91, 0, 79.40, 1
2016/10/16, 08:22:28, 34.861389, 135.640060, 16.79,  1512.00, 110, 0, 48.95, 1
2016/10/16, 08:23:11, 34.861244, 135.639771, 4.86,  2016.00, 238, 0, 30.91, 1
2016/10/16, 08:23:54, 34.861248, 135.639542, 8.15,  11628.00, 271, 0, 20.90, 1
2016/10/16, 08:24:40, 34.860413, 135.636429, 16.65,  15408.00, 251, 0, 298.82, 1
2016/10/16, 08:25:26, 34.859844, 135.634735, 3.38,  12492.00, 247, 0, 167.01, 1
2016/10/16, 08:26:13, 34.859230, 135.632965, -2.41,  7848.00, 247, 0, 175.34, 1
2016/10/16, 08:26:58, 34.858173, 135.629807, 34.80,  23256.00, 247, 0, 311.19, 1
2016/10/16, 08:27:46, 34.857548, 135.627792, 11.57,  23292.00, 249, 0, 196.55, 1
2016/10/16, 08:28:32, 34.857571, 135.625000, 8.57,  13968.00, 270, 0, 254.77, 1
2016/10/16, 08:30:19, 34.855728, 135.626175, 39.11,  48276.00, 152, 0, 231.28, 1
2016/10/16, 08:31:02, 34.853455, 135.623764, 19.82,  43632.00, 221, 0, 335.08, 1
2016/10/16, 08:31:48, 34.853092, 135.621597, 142.39,  2736.00, 258, 0, 201.81, 1
2016/10/16, 08:32:34, 34.851849, 135.620514, 315.29,  12708.00, 215, 0, 169.91, 1
2016/10/16, 08:33:32, 34.850803, 135.618820, 67.04,  576.00, 233, 0, 193.45, 1
2016/10/16, 08:34:16, 34.851437, 135.618103, -46.00,  4284.00, 317, 0, 96.18, 1
2016/10/16, 08:34:58, 34.851677, 135.617798, 31.71,  1152.00, 313, 0, 38.56, 1
2016/10/16, 08:35:39, 34.851440, 135.617477, 41.16,  1584.00, 228, 0, 39.40, 1
2016/10/16, 08:36:21, 34.851433, 135.617966, 63.28,  720.00, 90, 0, 44.63, 1
2016/10/16, 08:37:01, 34.851391, 135.617889, 65.25,  2916.00, 236, 0, 8.44, 1
2016/10/16, 08:37:43, 34.851334, 135.618286, 142.91,  900.00, 99, 0, 36.78, 1
2016/10/16, 08:38:29, 34.852467, 135.618088, 41.45,  1584.00, 351, 0, 127.27, 1
2016/10/16, 08:39:35, 34.851540, 135.617767, -63.23,  144.00, 195, 0, 107.16, 1
2016/10/16, 08:40:19, 34.851444, 135.617737, 18.83,  2412.00, 194, 0, 11.02, 1
2016/10/16, 08:41:19, 34.851364, 135.617691, 70.74,  2844.00, 205, -4, 9.84, 1
2016/10/16, 09:23:22, 34.694778, 135.195038, 53.51,  4212.00, 0, -2, 0.00, 1
2016/10/16, 09:23:27, 34.694744, 135.195007, 51.53,  2196.00, 216, 0, 4.72, 1
2016/10/16, 09:23:32, 34.694698, 135.195007, 53.41,  2916.00, 180, 0, 5.11, 1
2016/10/16, 09:23:37, 34.694653, 135.195007, 54.80,  3060.00, 180, 0, 5.00, 1
2016/10/16, 09:23:42, 34.694622, 135.194931, 54.80,  3528.00, 243, 0, 7.76, 1
2016/10/16, 09:23:47, 34.694592, 135.194885, 55.55,  4860.00, 231, 0, 5.37, 1
2016/10/16, 09:23:52, 34.694565, 135.194885, 57.49,  3564.00, 180, 0, 3.00, 1
2016/10/16, 09:23:57, 34.694546, 135.194901, 61.18,  3708.00, 145, 0, 2.57, 1
2016/10/16, 09:24:02, 34.694546, 135.194839, 62.36,  4212.00, 270, 0, 5.67, 1
2016/10/16, 09:24:07, 34.694527, 135.194778, 61.75,  6012.00, 249, 0, 5.96, 1
2016/10/16, 09:24:12, 34.694500, 135.194824, 63.17,  2196.00, 125, 0, 5.17, 1
2016/10/16, 09:24:17, 34.694485, 135.194839, 63.31,  1728.00, 140, 0, 2.16, 1
2016/10/16, 09:24:22, 34.694496, 135.194839, 65.34,  432.00, 0, 0, 1.22, 1
2016/10/16, 09:24:27, 34.694496, 135.194809, 68.55,  1080.00, 270, 0, 2.74, 1
2016/10/16, 09:24:32, 34.694500, 135.194778, 73.15,  1836.00, 278, 0, 2.87, 1
2016/10/16, 09:24:37, 34.694504, 135.194778, 75.62,  360.00, 0, 0, 0.44, 1
2016/10/16, 09:24:54, 34.694550, 135.194794, 76.03,  1404.00, 15, -4, 5.32, 1
2016/10/16, 09:31:30, 34.694843, 135.196899, 203.10,  9216.00, 0, -2, 0.00, 1
2016/10/16, 09:31:36, 34.694427, 135.195969, 66.41,  9684.00, 241, 0, 96.79, 1
2016/10/16, 09:31:41, 34.694332, 135.196243, 86.42,  14400.00, 112, 0, 27.19, 1
2016/10/16, 09:31:46, 34.694149, 135.196625, 110.07,  21456.00, 120, 0, 40.42, 1
2016/10/16, 09:31:51, 34.693794, 135.196960, 120.48,  27936.00, 142, 0, 49.96, 1
2016/10/16, 09:31:58, 34.693325, 135.197327, 125.04,  31500.00, 147, 0, 62.01, 1
2016/10/16, 09:32:03, 34.692791, 135.197861, 109.72,  42912.00, 140, 0, 76.87, 1
2016/10/16, 09:32:08, 34.691437, 135.198395, 21.27,  50688.00, 162, 0, 158.28, 1
2016/10/16, 09:32:13, 34.690712, 135.198700, 22.42,  39492.00, 160, 0, 85.30, 1
2016/10/16, 09:32:27, 34.689705, 135.199097, -3.04,  20628.00, 162, 0, 117.71, 1
2016/10/16, 09:32:33, 34.689472, 135.199371, 20.11,  7704.00, 135, 0, 36.04, 1
2016/10/16, 09:32:38, 34.689430, 135.199829, 52.79,  0.00, 96, 0, 42.13, 1
2016/10/16, 09:32:43, 34.689430, 135.199829, 52.79,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:32:48, 34.689430, 135.199829, 52.79,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:32:53, 34.689430, 135.199829, 52.79,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:32:58, 34.689430, 135.199829, 52.79,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:33:03, 34.689518, 135.200256, 73.86,  2268.00, 75, 0, 40.25, 1
2016/10/16, 09:33:08, 34.689491, 135.200500, 94.18,  0.00, 97, 0, 22.51, 1
2016/10/16, 09:33:13, 34.689426, 135.200668, 101.47,  12096.00, 115, 0, 16.98, 1
2016/10/16, 09:33:18, 34.689262, 135.200867, 98.85,  22788.00, 135, 0, 25.76, 1
2016/10/16, 09:33:23, 34.688931, 135.200943, 98.63,  26244.00, 169, 0, 37.46, 1
2016/10/16, 09:33:28, 34.688599, 135.201187, 97.53,  24444.00, 148, 0, 43.13, 1
2016/10/16, 09:33:33, 34.688206, 135.201172, 94.48,  30240.00, 181, 0, 43.72, 1
2016/10/16, 09:33:38, 34.687851, 135.201080, 90.55,  23976.00, 192, 0, 40.36, 1
2016/10/16, 09:33:43, 34.687504, 135.201050, 88.34,  27576.00, 184, 0, 38.68, 1
2016/10/16, 09:33:48, 34.687130, 135.201019, 88.29,  29088.00, 183, 0, 41.68, 1
2016/10/16, 09:33:53, 34.686737, 135.200745, 85.34,  26496.00, 209, 0, 50.37, 1
2016/10/16, 09:33:58, 34.686375, 135.200729, 85.79,  27000.00, 182, 0, 40.28, 1
2016/10/16, 09:34:03, 34.685986, 135.200760, 82.50,  29268.00, 176, 0, 43.35, 1
2016/10/16, 09:34:08, 34.685722, 135.200943, 80.49,  30095.00, 150, 0, 33.79, 1
2016/10/16, 09:34:13, 34.685505, 135.201279, 78.97,  28872.00, 128, 0, 39.06, 1
2016/10/16, 09:34:18, 34.685379, 135.201706, 78.65,  30816.00, 109, 0, 41.48, 1
2016/10/16, 09:34:23, 34.685226, 135.202118, 75.38,  32832.00, 114, 0, 41.33, 1
2016/10/16, 09:34:28, 34.684834, 135.202179, 73.60,  27072.00, 172, 0, 43.94, 1
2016/10/16, 09:34:33, 34.684456, 135.202133, 71.76,  27252.00, 185, 0, 42.24, 1
2016/10/16, 09:34:38, 34.684006, 135.202209, 69.59,  36612.00, 172, 0, 50.52, 1
2016/10/16, 09:34:43, 34.683517, 135.202332, 70.49,  35676.00, 168, 0, 55.53, 1
2016/10/16, 09:34:48, 34.683079, 135.202469, 69.95,  32040.00, 165, 0, 50.29, 1
2016/10/16, 09:34:53, 34.682758, 135.202667, 70.47,  27540.00, 153, 0, 40.02, 1
2016/10/16, 09:34:58, 34.682308, 135.202820, 70.73,  36144.00, 164, 0, 51.96, 1
2016/10/16, 09:35:03, 34.681904, 135.202911, 71.10,  30672.00, 169, 0, 45.69, 1
2016/10/16, 09:35:08, 34.681587, 135.203018, 71.44,  20700.00, 164, 0, 36.58, 1
2016/10/16, 09:35:13, 34.681454, 135.203079, 71.26,  10584.00, 159, 0, 15.81, 1
2016/10/16, 09:35:18, 34.681431, 135.203049, 70.83,  0.00, 227, 0, 3.75, 1
2016/10/16, 09:35:23, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:28, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:33, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:38, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:43, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:48, 34.681431, 135.203049, 70.83,  0.00, 0, 0, 0.00, 1
2016/10/16, 09:35:53, 34.681381, 135.202911, 63.16,  13068.00, 246, 0, 13.79, 1
2016/10/16, 09:35:58, 34.681023, 135.202988, 63.27,  30816.00, 169, 0, 40.43, 1
2016/10/16, 09:36:03, 34.680569, 135.203079, 63.03,  32507.00, 170, 0, 51.16, 1
2016/10/16, 09:36:08, 34.680164, 135.203140, 62.89,  33840.00, 172, 0, 45.38, 1
2016/10/16, 09:36:13, 34.679737, 135.203293, 62.07,  35136.00, 163, 0, 49.50, 1
2016/10/16, 09:36:18, 34.679386, 135.203629, 61.71,  36000.00, 141, 0, 49.67, 1
2016/10/16, 09:36:23, 34.679005, 135.204010, 62.92,  38448.00, 140, 0, 54.85, 1
2016/10/16, 09:36:28, 34.678364, 135.204361, 64.54,  52452.00, 155, 0, 78.17, 1
2016/10/16, 09:36:33, 34.677692, 135.204849, 66.88,  58032.00, 149, 0, 87.03, 1
2016/10/16, 09:36:38, 34.677147, 135.205292, 67.82,  47772.00, 146, 0, 72.89, 1
2016/10/16, 09:36:43, 34.676876, 135.205582, 63.25,  35352.00, 138, 0, 40.14, 1
2016/10/16, 09:36:48, 34.676552, 135.205948, 64.05,  39240.00, 137, 0, 49.17, 1
