Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/10/17, 11:30:07, 34.666275, 135.212982, 18.41,  432.00, 0, -2, 0.00, 1
2016/10/17, 11:31:12, 34.666298, 135.213333, 58.02,  540.00, 85, 0, 32.20, 1
2016/10/17, 12:04:55, 34.666058, 135.213501, 59.19,  576.00, 150, 0, 30.79, 1
2016/10/17, 12:06:08, 34.666302, 135.213348, 23.52,  684.00, 332, 0, 30.53, 1
2016/10/17, 12:07:23, 34.666351, 135.213165, 23.06,  1908.00, 288, 0, 17.60, 1
2016/10/17, 12:08:39, 34.666336, 135.213303, 36.23,  3024.00, 97, 0, 12.73, 1
2016/10/17, 12:10:02, 34.666309, 135.213455, 58.16,  648.00, 102, 0, 14.22, 1
2016/10/17, 12:13:08, 34.665997, 135.213104, 5.50,  864.00, 222, 0, 47.27, 1
2016/10/17, 12:14:47, 34.666492, 135.212997, 48.40,  2448.00, 349, 0, 55.90, 1
2016/10/17, 12:16:14, 34.666870, 135.212845, 77.20,  5040.00, 341, -4, 44.27, 1
2016/10/17, 12:18:16, 34.666000, 135.213516, 60.85,  3168.00, 0, -2, 0.00, 1
2016/10/17, 12:20:36, 34.665733, 135.213837, 49.69,  3168.00, 135, 0, 41.75, 1
2016/10/17, 12:23:08, 34.666092, 135.213470, 66.11,  3204.00, 319, 0, 52.15, 1
2016/10/17, 12:51:39, 34.666092, 135.213470, 66.11,  3204.00, 0, 0, 0.00, 1
2016/10/17, 13:05:44, 34.665737, 135.213913, 101.94,  756.00, 134, 0, 56.57, 1
2016/10/17, 13:07:16, 34.665730, 135.213852, 56.55,  3456.00, 262, 0, 5.63, 1
2016/10/17, 13:32:25, 34.666306, 135.212692, -52.48,  0.00, 301, 0, 123.92, 1
2016/10/17, 13:43:11, 34.666306, 135.212692, -52.48,  0.00, 0, 0, 0.00, 1
2016/10/17, 14:21:27, 34.666321, 135.212845, -48.99,  1260.00, 83, 0, 14.09, 1
2016/10/17, 15:39:31, 34.666321, 135.212845, -48.99,  1260.00, 0, 0, 0.00, 1
2016/10/17, 15:50:03, 34.666096, 135.213760, 8.69,  0.00, 106, 0, 87.34, 1
2016/10/17, 15:58:29, 34.667255, 135.213501, 126.84,  756.00, 349, 0, 131.03, 1
2016/10/17, 16:05:12, 34.667240, 135.213852, 140.84,  1116.00, 92, 0, 32.14, 1
2016/10/17, 16:06:38, 34.667313, 135.213699, 147.01,  1296.00, 300, 0, 16.18, 1
2016/10/17, 17:43:50, 34.667313, 135.213699, 147.01,  1296.00, 0, 0, 0.00, 1
2016/10/17, 17:48:53, 34.696880, 135.198120, 293.17,  9828.00, 336, 0, 3583.04, 1
2016/10/17, 20:34:54, 34.696880, 135.198120, 293.17,  9828.00, 0, 0, 0.00, 1
2016/10/17, 20:41:03, 34.694447, 135.196915, 39.46,  324.00, 202, 0, 292.11, 1
2016/10/17, 20:42:07, 34.694382, 135.196930, 40.71,  612.00, 169, 0, 7.36, 1
2016/10/17, 21:05:28, 34.694180, 135.197083, 6.56,  2952.00, 148, 0, 26.46, 1
2016/10/17, 21:51:14, 34.694180, 135.197083, 6.56,  2952.00, 0, 0, 0.00, 1
2016/10/17, 22:03:49, 34.693806, 135.197327, 83.48,  1188.00, 151, 0, 47.19, 1
2016/10/17, 22:15:36, 34.692593, 135.198288, 201.47,  756.00, 146, -4, 160.97, 1
2016/10/18, 08:18:03, 34.692593, 135.198288, 201.47,  756.00, 0, -2, 0.00, 1
2016/10/18, 08:23:22, 34.694019, 135.195663, 100.72,  1692.00, 303, 0, 287.64, 1
2016/10/18, 08:24:32, 34.694267, 135.195129, 258.49,  8135.00, 299, 0, 56.07, 1
2016/10/18, 08:25:39, 34.694370, 135.195435, 41.35,  1152.00, 67, 0, 30.23, 1
2016/10/18, 08:26:45, 34.694077, 135.195190, 84.46,  6948.00, 214, 0, 39.54, 1
2016/10/18, 08:27:56, 34.694016, 135.194839, 173.28,  2736.00, 258, 0, 32.80, 1
2016/10/18, 08:37:35, 34.694016, 135.194839, 173.28,  2736.00, 0, 0, 0.00, 1
2016/10/18, 08:38:41, 34.669025, 135.210556, -79.52,  0.00, 152, 0, 3128.50, 1
2016/10/18, 08:40:09, 34.665573, 135.212967, -15.94,  0.00, 150, 0, 442.67, 1
2016/10/18, 08:41:36, 34.665077, 135.212845, 28.26,  2592.00, 191, 0, 56.27, 1
2016/10/18, 08:42:57, 34.666115, 135.213745, -77.14,  1980.00, 35, 0, 141.76, 1
2016/10/18, 08:54:38, 34.666115, 135.213745, -77.14,  1980.00, 0, 0, 0.00, 1
2016/10/18, 08:55:50, 34.665794, 135.213821, 200.79,  11844.00, 168, 0, 36.36, 1
2016/10/18, 12:38:21, 34.665794, 135.213821, 200.79,  11844.00, 0, 0, 0.00, 1
2016/10/18, 12:39:31, 34.666218, 135.212296, -24.78,  0.00, 288, 0, 147.22, 1
2016/10/18, 12:40:37, 34.666786, 135.212723, -16.76,  2376.00, 31, 0, 74.26, 1
2016/10/18, 13:26:24, 34.666786, 135.212723, -16.76,  2376.00, 0, 0, 0.00, 1
2016/10/18, 13:27:32, 34.666779, 135.213150, 104.04,  1764.00, 91, 0, 39.06, 1
2016/10/18, 13:28:38, 34.665989, 135.212234, 17.85,  2772.00, 223, 0, 121.39, 1
2016/10/18, 13:37:07, 34.665989, 135.212234, 17.85,  2772.00, 0, 0, 0.00, 1
2016/10/18, 13:38:30, 34.665897, 135.214157, 115.47,  2592.00, 93, 0, 176.17, 1
2016/10/18, 15:46:46, 34.665897, 135.214157, 115.47,  2592.00, 0, 0, 0.00, 1
2016/10/18, 15:49:31, 34.666153, 135.213135, -40.78,  7956.00, 286, 0, 97.71, 1
2016/10/18, 15:51:07, 34.666710, 135.211945, 144.45,  2376.00, 299, 0, 125.22, 1
2016/10/18, 15:54:18, 34.665810, 135.210938, 132.20,  2844.00, 222, 0, 136.00, 1
2016/10/18, 20:34:24, 34.665810, 135.210938, 132.20,  2844.00, 0, 0, 0.00, 1
2016/10/18, 20:39:33, 34.693764, 135.197220, -40.84,  0.00, 338, 0, 3351.91, 1
