Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2016/10/17, 11:22:33, 34.666115, 135.213089, 33.49,  1044.00, 0, -2, 0.00, 1
2016/10/17, 11:28:34, 34.666004, 135.213562, 101.45,  180.00, 105, 0, 44.98, 1
2016/10/17, 11:33:10, 34.666180, 135.213058, 20.47,  828.00, 293, 0, 50.08, 1
2016/10/17, 12:08:34, 34.665672, 135.214432, 24.79,  180.00, 114, -4, 137.77, 1
2016/10/17, 12:15:52, 34.665672, 135.214432, 24.79,  180.00, 0, -2, 0.00, 1
2016/10/17, 12:17:11, 34.665749, 135.214310, 7.04,  2088.00, 307, 0, 14.06, 1
2016/10/17, 12:18:50, 34.665653, 135.214630, -20.30,  1728.00, 110, 0, 31.15, 1
2016/10/17, 12:20:46, 34.666107, 135.213440, 45.34,  1512.00, 294, -4, 119.97, 1
2016/10/17, 12:28:41, 34.665623, 135.214600, 10.39,  4608.00, 0, -2, 0.00, 1
2016/10/17, 12:30:42, 34.665787, 135.213791, -26.04,  17856.00, 283, 0, 76.20, 1
2016/10/17, 12:40:18, 34.665787, 135.213791, -26.04,  17856.00, 0, 0, 0.00, 1
2016/10/17, 12:42:06, 34.666836, 135.212402, 39.54,  3672.00, 312, 0, 172.46, 1
2016/10/17, 13:38:49, 34.666836, 135.212402, 39.54,  3672.00, 0, 0, 0.00, 1
2016/10/17, 13:40:06, 34.666748, 135.213043, 159.56,  5256.00, 99, 0, 59.43, 1
2016/10/17, 19:46:31, 34.666748, 135.213043, 159.56,  5256.00, 0, 0, 0.00, 1
2016/10/17, 19:50:20, 34.694183, 135.195343, 48.30,  540.00, 332, 0, 3453.38, 1
2016/10/17, 19:51:48, 34.694252, 135.195450, 32.95,  540.00, 51, 0, 12.43, 1
2016/10/17, 19:55:50, 34.694279, 135.195374, 33.02,  4140.00, 293, 0, 7.57, 1
2016/10/17, 19:59:03, 34.694145, 135.195282, 21.84,  252.00, 209, 0, 17.11, 1
2016/10/17, 20:02:39, 34.694080, 135.195145, 24.26,  864.00, 240, 0, 14.46, 1
2016/10/17, 20:05:23, 34.694080, 135.195145, 24.26,  864.00, 0, 0, 0.00, 1
2016/10/17, 20:06:39, 34.693684, 135.196030, 158.88,  288.00, 118, 0, 92.12, 1
2016/10/17, 20:08:45, 34.694099, 135.195206, 82.52,  0.00, 301, 0, 88.34, 1
2016/10/17, 20:09:51, 34.693924, 135.195541, 130.82,  0.00, 122, 0, 36.29, 1
2016/10/17, 20:11:01, 34.693947, 135.195480, 77.52,  3456.00, 294, 0, 6.14, 1
2016/10/17, 20:12:17, 34.693687, 135.196045, 183.00,  3132.00, 119, 0, 59.20, 1
2016/10/17, 20:13:24, 34.693687, 135.194901, -10.24,  3996.00, 270, 0, 104.59, 1
